price,units_sold,discount,competitor_price,marketing_spend,season,region
199,42,0,206,3022,Winter,South
125,147,8,132,3078,Festival,North
116,202,15,120,8394,Summer,South
135,182,3,140,8013,Winter,South
140,144,11,121,4321,Festival,North
154,150,0,167,7011,Summer,North
50,185,0,59,3436,Summer,West
121,184,6,121,8087,Summer,West
136,157,17,152,4359,Winter,North
55,231,22,57,2730,Winter,East
194,132,27,206,4662,Festival,North
110,222,22,91,6110,Festival,North
61,273,14,67,7618,Summer,North
55,301,25,56,7899,Winter,North
76,201,29,89,2029,Summer,North
185,100,24,180,1411,Summer,North
173,120,12,172,2981,Festival,North
155,193,15,160,9853,Winter,North
142,149,6,137,4470,Festival,West
158,109,15,143,2305,Winter,West
148,161,12,150,5680,Summer,West
191,138,13,207,5595,Summer,East
84,167,16,71,1815,Summer,South
133,180,11,118,6612,Winter,East
105,201,28,121,3037,Summer,East
190,158,23,191,5875,Winter,North
98,241,23,83,8086,Winter,West
95,169,19,106,2149,Festival,North
162,143,12,158,7408,Summer,North
185,121,23,202,1006,Festival,West
92,197,19,88,2436,Winter,North
197,112,14,213,4250,Summer,South
173,193,23,175,8663,Summer,South
146,144,20,138,1694,Winter,East
139,165,3,150,6087,Summer,West
88,194,21,89,4299,Winter,South
134,135,1,120,5843,Summer,East
111,233,27,112,8737,Summer,North
155,166,17,155,5952,Winter,East
156,139,1,141,6047,Festival,East
103,264,24,96,8842,Winter,South
175,69,14,170,1025,Summer,East
58,253,29,40,5547,Winter,West
137,173,25,125,3153,Winter,North
86,259,18,86,9019,Winter,West
98,192,14,107,4489,Summer,North
90,261,25,99,9523,Festival,West
66,239,19,77,6161,Festival,North
137,123,9,139,1644,Summer,West
70,209,27,52,2852,Festival,North
100,244,23,80,8723,Winter,South
108,189,19,90,5130,Winter,East
90,198,10,106,4584,Festival,East
88,218,25,74,4809,Festival,East
190,76,9,172,2311,Festival,East
60,231,28,75,2894,Winter,North
196,167,22,178,7238,Winter,West
188,110,4,171,5300,Summer,West
126,214,8,136,8788,Summer,South
176,186,19,157,7977,Winter,East
95,224,18,88,7173,Winter,East
94,224,12,110,7409,Summer,South
50,235,17,60,3070,Summer,East
157,138,16,138,3656,Winter,South
68,251,26,78,5134,Festival,East
125,153,5,126,5268,Winter,West
121,189,9,110,7010,Festival,South
158,117,1,167,4484,Winter,West
61,217,23,73,1413,Summer,East
94,219,5,92,8841,Summer,West
139,243,27,143,9883,Summer,West
152,207,27,132,7148,Winter,North
57,239,20,68,5309,Winter,East
140,175,12,144,6791,Winter,North
136,149,17,132,1919,Festival,South
133,143,6,126,1906,Winter,North
131,126,1,123,4210,Festival,East
195,142,28,212,3719,Festival,North
117,203,13,135,5895,Festival,North
176,86,4,157,1792,Summer,East
131,217,17,142,9767,Festival,West
196,128,10,207,6543,Festival,South
133,149,9,152,4725,Summer,North
162,177,10,147,9191,Festival,East
125,217,26,129,6161,Winter,North
171,88,1,153,2360,Winter,South
192,106,14,189,3048,Summer,South
90,200,6,107,7252,Summer,South
51,240,8,33,7098,Festival,North
78,193,4,62,4196,Festival,West
154,84,6,157,1205,Festival,West
100,187,19,113,4315,Summer,West
124,177,1,142,7733,Festival,East
59,249,2,62,9814,Winter,West
191,83,1,206,2677,Winter,West
100,176,20,107,4012,Festival,South
167,193,21,180,8547,Summer,East
170,150,22,165,2871,Winter,South
88,261,18,103,9270,Summer,North
77,204,3,63,7558,Winter,North
52,286,23,49,5734,Festival,South
133,194,19,118,6789,Festival,East
166,134,6,173,7934,Summer,West
51,263,27,69,4228,Festival,West
142,153,21,155,3335,Summer,East
180,113,6,188,2725,Summer,West
193,152,16,176,6737,Winter,West
143,212,18,136,6985,Winter,South
89,242,21,73,8216,Festival,North
51,213,15,55,1160,Summer,East
130,116,2,148,2425,Winter,East
61,209,14,48,2733,Festival,West
114,171,13,108,3522,Festival,West
104,240,14,102,8166,Winter,North
94,174,13,84,1601,Festival,East
150,144,6,149,5684,Winter,South
111,195,24,126,2520,Summer,North
98,158,2,95,3390,Festival,South
176,145,29,169,2117,Summer,North
72,260,16,89,8300,Winter,South
87,203,9,91,5721,Summer,South
77,224,14,72,7141,Winter,South
70,242,28,67,4080,Festival,East
156,167,5,136,8939,Festival,West
195,143,27,214,5777,Festival,East
148,204,16,128,8265,Summer,South
168,139,16,148,4801,Summer,West
122,190,13,122,8057,Summer,South
171,194,23,175,8510,Winter,North
79,274,24,85,9099,Festival,West
157,178,17,146,7081,Summer,East
147,176,24,138,4627,Winter,South
81,186,4,88,5380,Summer,West
128,213,28,139,6379,Winter,East
90,187,7,102,3542,Festival,North
112,185,6,99,5450,Summer,South
72,262,22,77,7960,Festival,East
153,101,3,134,1199,Summer,West
124,215,17,138,7996,Winter,North
97,158,4,110,3183,Festival,South
106,218,15,91,6043,Summer,East
167,133,13,177,5036,Summer,North
149,195,26,151,6012,Festival,North
173,185,26,164,8834,Winter,East
83,218,18,90,4493,Festival,South
56,224,13,50,4972,Summer,East
105,156,8,103,2852,Festival,North
114,211,5,105,9579,Festival,North
96,159,16,77,2662,Winter,West
197,148,18,187,8589,Winter,South
68,188,11,84,1212,Festival,East
195,107,3,212,5655,Winter,South
175,202,15,179,9749,Winter,South
188,125,24,188,4119,Summer,North
98,226,10,113,7645,Winter,West
162,153,21,150,3691,Festival,East
87,177,3,78,2994,Festival,East
113,201,16,102,6048,Summer,West
118,135,7,102,1474,Summer,West
185,161,13,197,9233,Summer,North
165,167,26,149,4992,Festival,North
114,164,1,109,5823,Festival,East
80,187,10,96,4517,Winter,West
181,109,10,197,3268,Summer,South
162,145,23,170,1939,Winter,South
158,181,21,155,5438,Winter,West
118,216,23,126,7298,Festival,East
169,114,5,154,3985,Winter,South
137,188,20,134,5989,Summer,South
116,232,20,127,7028,Summer,West
124,238,13,134,9422,Festival,North
94,204,29,84,3499,Festival,South
53,266,9,58,8620,Festival,North
156,183,25,163,5304,Summer,South
100,209,26,106,3903,Festival,East
99,209,7,97,8763,Summer,North
55,264,6,61,8964,Winter,East
108,170,7,107,3074,Festival,North
174,197,27,156,8825,Festival,West
192,103,7,187,3065,Festival,West
79,279,22,97,9821,Summer,South
171,121,1,179,4208,Winter,East
174,183,26,168,5674,Festival,North
86,172,15,95,1122,Winter,East
173,101,8,192,1956,Festival,East
150,157,12,130,6096,Summer,South
84,180,22,92,1986,Winter,West
136,170,11,145,5433,Winter,North
183,110,26,202,1990,Festival,South
67,298,21,78,8925,Winter,East
162,195,24,151,6556,Summer,West
78,270,28,84,7825,Winter,West
126,214,16,113,5709,Winter,North
108,249,26,123,8973,Winter,West
175,103,1,189,4580,Winter,East
194,102,12,209,3802,Festival,West
158,105,0,173,3204,Festival,East
71,208,25,75,1871,Winter,North
117,203,27,116,3824,Winter,East
118,202,18,114,7095,Summer,West
98,186,10,100,4403,Festival,West
190,122,4,194,7153,Festival,North
158,139,0,168,6550,Festival,North
135,167,19,120,4882,Winter,West
102,209,29,116,4207,Festival,North
172,148,12,155,4097,Summer,East
136,136,7,155,4078,Summer,South
180,107,5,179,3638,Summer,East
91,243,28,71,6551,Summer,East
147,143,16,152,3946,Summer,North
158,140,11,171,4471,Festival,South
100,164,0,89,5302,Winter,West
134,128,2,136,2624,Winter,North
176,108,13,179,2482,Winter,East
70,219,25,62,1258,Winter,South
93,141,7,101,1453,Festival,North
188,172,10,194,9990,Festival,East
152,188,26,162,5470,Festival,East
117,157,13,106,3511,Summer,West
178,116,7,188,5170,Winter,West
141,223,28,159,9433,Festival,South
73,191,2,62,6136,Festival,East
174,98,6,177,2712,Festival,East
190,194,27,202,8426,Winter,West
160,136,18,153,3002,Winter,East
147,179,3,161,9151,Summer,West
188,157,24,201,7254,Summer,East
66,199,15,62,4327,Summer,West
148,205,12,148,9688,Winter,West
131,216,19,142,9035,Summer,South
153,136,18,135,4111,Summer,East
68,210,4,62,6241,Festival,East
134,238,22,121,9918,Winter,West
57,194,4,68,2831,Summer,East
77,206,19,94,2821,Summer,West
54,224,23,59,2816,Winter,South
194,67,3,203,1091,Summer,South
150,126,1,138,4432,Winter,West
167,137,25,178,2969,Winter,North
196,89,12,186,3384,Winter,South
113,216,29,114,4679,Summer,East
140,142,15,153,1602,Summer,West
166,129,21,163,1427,Summer,West
147,178,1,145,9198,Winter,South
60,266,18,57,7263,Summer,West
103,207,16,119,3434,Festival,South
96,157,4,93,2373,Winter,West
189,196,24,180,9832,Summer,South
198,142,17,181,6162,Winter,East
188,189,27,194,7840,Summer,North
54,235,22,38,4811,Winter,North
69,229,20,54,4306,Festival,North
95,264,17,87,9637,Winter,North
61,279,7,63,9704,Winter,South
119,230,26,123,7356,Winter,West
66,194,14,49,2401,Summer,North
164,109,12,175,1545,Winter,West
196,96,12,190,3533,Summer,South
97,198,15,102,3009,Winter,South
157,190,21,147,6901,Summer,North
101,207,19,89,5085,Summer,East
145,151,12,135,3215,Summer,North
119,191,19,100,5985,Summer,West
151,92,1,157,3184,Winter,North
124,131,2,129,2275,Winter,South
192,146,14,179,6168,Summer,South
131,183,22,131,4523,Summer,West
141,213,18,141,9707,Summer,West
53,229,12,40,5783,Festival,West
184,68,4,164,2019,Festival,North
158,216,25,175,8598,Winter,North
97,193,21,89,2049,Festival,East
122,154,5,110,3340,Festival,West
121,215,13,128,8573,Summer,East
165,95,3,150,3278,Summer,East
130,170,21,132,3985,Festival,South
130,205,18,145,6705,Festival,East
162,125,22,158,2144,Festival,South
145,181,6,133,8630,Summer,West
121,116,3,112,1705,Winter,South
196,72,1,197,3424,Festival,West
112,180,26,103,2934,Winter,North
87,177,6,72,3484,Winter,East
116,176,2,104,7996,Festival,West
118,153,14,134,2745,Winter,North
62,226,0,44,6764,Summer,North
80,183,1,93,3546,Festival,West
163,160,9,150,6628,Festival,South
71,205,15,60,1777,Festival,West
142,162,24,130,4114,Festival,East
116,199,27,109,3936,Summer,North
103,197,14,119,5110,Summer,South
187,139,23,193,2345,Winter,West
91,183,14,102,3041,Festival,West
113,180,13,96,3674,Festival,North
175,203,21,156,8504,Winter,West
70,188,13,82,1689,Summer,East
84,218,5,84,8056,Festival,South
79,170,13,59,1119,Winter,East
106,201,16,96,7169,Summer,North
96,220,17,76,6832,Winter,South
68,195,19,58,2613,Winter,North
163,199,18,149,8623,Summer,North
57,237,29,38,4033,Festival,East
75,215,16,69,3936,Summer,South
162,178,15,149,6659,Festival,North
120,185,7,125,6067,Summer,East
79,201,6,98,5802,Festival,East
184,140,19,198,4158,Festival,South
116,216,27,116,5490,Winter,West
114,140,11,131,1455,Winter,West
85,230,8,72,8643,Festival,North
74,253,26,85,5620,Summer,West
86,240,13,73,9867,Festival,South
50,253,19,39,6099,Summer,West
192,60,0,194,1059,Festival,South
86,216,9,69,7199,Summer,North
190,140,16,207,7311,Winter,West
185,140,16,194,6531,Summer,South
182,125,16,184,3764,Winter,South
177,149,3,161,8008,Summer,South
176,129,16,176,2794,Winter,East
50,268,17,35,6686,Summer,North
84,223,19,80,4487,Festival,South
153,162,22,157,5987,Summer,East
72,196,1,75,4421,Winter,East
58,238,7,59,7580,Winter,South
83,208,12,75,6532,Summer,North
177,131,22,173,2373,Festival,West
53,252,24,46,4553,Summer,East
151,192,29,164,4672,Summer,South
124,228,21,129,9144,Winter,North
148,183,19,146,6437,Festival,North
121,218,21,126,9163,Festival,South
52,290,14,34,8446,Festival,East
191,169,19,172,9749,Festival,West
83,239,22,90,6965,Summer,North
94,199,8,75,6915,Festival,West
110,189,2,111,7115,Festival,North
132,150,2,118,6094,Festival,North
172,109,1,155,3382,Winter,North
151,133,0,168,5098,Winter,East
65,212,13,83,5358,Winter,East
115,240,16,114,9312,Festival,South
194,89,12,179,1139,Summer,West
168,180,18,156,8644,Summer,West
173,136,29,183,2815,Winter,South
193,157,22,198,6408,Winter,East
151,166,14,166,5301,Festival,West
115,232,26,120,8285,Winter,South
62,285,24,69,7778,Winter,North
160,187,13,144,9536,Winter,West
83,181,1,72,3419,Winter,East
88,168,6,85,4235,Summer,West
185,112,16,179,3594,Festival,North
169,120,17,181,2387,Summer,East
175,79,5,159,1983,Winter,East
104,199,26,120,3122,Festival,South
76,239,20,95,6419,Festival,East
167,118,7,168,3994,Summer,South
102,248,27,103,8056,Summer,East
88,254,26,89,8548,Winter,North
114,189,1,108,7853,Summer,North
194,82,0,190,3900,Winter,North
62,188,15,69,1775,Winter,North
70,228,6,71,5981,Winter,North
196,105,21,196,1735,Festival,West
102,249,23,98,7777,Festival,North
68,245,10,52,8753,Summer,East
106,181,14,103,6147,Summer,South
74,207,12,70,2486,Festival,West
80,209,29,63,1395,Summer,East
130,175,23,116,3001,Winter,North
72,243,1,76,9555,Winter,North
81,255,13,97,9062,Festival,East
123,219,23,142,8268,Summer,West
59,221,5,78,6877,Summer,South
103,175,8,91,5188,Festival,South
101,232,27,99,5361,Winter,South
197,115,6,185,7349,Winter,South
163,160,17,165,7180,Summer,North
63,277,23,73,8794,Festival,West
159,103,8,170,1743,Festival,North
102,233,22,112,7162,Winter,West
128,112,3,124,1373,Winter,South
71,233,8,89,6905,Summer,East
79,205,3,80,5127,Festival,East
53,273,11,67,9331,Summer,North
108,198,3,117,6689,Summer,East
57,248,24,76,4020,Festival,North
61,242,29,77,4292,Festival,North
168,181,23,173,7876,Winter,West
83,241,19,68,7897,Festival,South
131,182,13,144,6338,Summer,South
147,151,23,158,2564,Summer,South
176,121,23,180,1057,Festival,South
124,156,6,116,4496,Summer,West
154,193,25,171,6394,Festival,South
98,195,12,115,6142,Winter,South
128,181,21,109,3948,Winter,East
142,150,7,126,5473,Festival,South
67,280,22,57,9564,Summer,South
145,126,4,135,4134,Festival,North
87,193,11,90,2587,Festival,North
136,203,12,129,9969,Winter,South
137,205,28,146,5262,Festival,North
99,234,19,118,7666,Winter,East
57,213,13,71,4678,Winter,East
183,124,27,183,1998,Festival,East
118,213,17,102,9751,Festival,West
170,176,26,187,4343,Festival,East
113,196,23,94,4501,Festival,South
188,158,24,207,5014,Winter,East
170,176,19,186,6107,Festival,East
114,162,3,127,5328,Winter,East
156,172,20,146,5655,Winter,East
196,142,17,211,6327,Summer,North
186,168,6,176,8620,Winter,East
149,175,14,137,6858,Summer,East
131,200,20,116,6620,Festival,North
192,122,5,205,8004,Summer,North
100,163,15,116,2242,Festival,West
190,161,19,201,8015,Winter,South
132,164,23,123,1080,Summer,West
161,140,7,172,3661,Festival,North
105,232,27,101,5798,Festival,North
194,103,20,177,1540,Summer,North
109,219,15,121,6945,Summer,West
169,191,27,157,7908,Festival,East
187,144,21,200,3785,Festival,South
72,202,15,90,4486,Winter,South
198,82,2,207,4157,Festival,East
62,246,16,61,5717,Summer,South
150,154,8,168,6336,Festival,East
73,295,24,75,8165,Festival,West
157,117,2,171,3243,Summer,North
60,239,19,62,3993,Winter,East
66,226,28,84,3091,Festival,East
74,224,6,76,6209,Summer,North
143,214,17,159,8645,Summer,North
70,249,11,72,6740,Summer,South
133,159,18,151,5154,Summer,East
189,167,15,196,9670,Winter,North
86,213,21,84,3665,Summer,South
91,253,26,100,7018,Festival,West
194,117,23,194,2756,Winter,East
150,163,16,153,6713,Summer,West
97,203,19,97,4120,Festival,North
152,170,14,157,6151,Winter,North
77,204,0,92,6605,Festival,East
90,165,1,95,3578,Winter,West
148,125,7,160,2026,Summer,North
96,218,21,111,5473,Festival,East
195,136,24,178,5667,Summer,East
154,122,1,142,2954,Winter,East
173,126,18,160,1586,Summer,North
62,182,8,43,1684,Summer,North
190,143,8,198,7042,Festival,East
149,132,12,151,4268,Summer,South
80,161,5,65,1658,Summer,East
179,120,29,194,2296,Summer,East
65,212,14,65,2525,Winter,East
186,153,18,187,8150,Festival,South
122,226,20,110,8792,Festival,West
103,223,14,116,7604,Summer,North
149,190,17,154,6789,Festival,North
158,175,6,138,8420,Winter,West
136,220,25,151,6753,Winter,East
186,155,10,170,7634,Summer,East
57,242,7,58,6108,Summer,North
56,210,5,39,6247,Winter,East
85,235,7,66,9401,Winter,West
67,169,1,62,1623,Winter,North
52,272,18,47,6261,Summer,South
77,216,15,78,5268,Winter,East
119,206,6,99,6984,Summer,West
198,110,9,192,4749,Winter,North
77,208,11,80,5542,Winter,North
103,148,16,86,1010,Festival,South
114,145,6,111,1760,Winter,East
149,138,21,145,2177,Summer,South
70,190,7,56,3492,Winter,West
62,197,6,51,3389,Festival,North
106,196,3,86,7364,Winter,North
98,180,2,79,3552,Winter,South
167,131,18,168,2482,Winter,South
103,172,14,114,3310,Summer,South
187,96,3,195,4741,Winter,East
102,265,24,116,8285,Winter,North
93,222,8,89,8617,Winter,East
96,201,12,87,4839,Festival,West
102,240,17,105,8581,Summer,East
123,183,20,132,3755,Summer,South
95,213,15,104,4597,Festival,West
62,249,0,61,9652,Summer,West
151,155,3,137,6237,Festival,East
73,206,17,90,2740,Winter,East
51,199,7,37,3124,Summer,South
130,201,19,139,6291,Winter,South
149,145,15,140,4097,Winter,West
191,138,20,201,6247,Summer,South
187,130,10,184,5469,Winter,North
180,197,19,161,9845,Winter,North
160,175,20,172,5999,Festival,West
151,218,20,141,9935,Summer,East
66,262,20,79,7566,Winter,East
61,275,26,56,8344,Festival,North
165,103,18,179,1852,Summer,East
73,253,22,85,5926,Winter,South
78,243,18,78,6068,Winter,North
171,158,17,170,6389,Winter,West
139,162,18,126,2318,Winter,East
114,145,10,119,1121,Winter,West
133,153,2,145,5254,Summer,West
168,194,7,173,9498,Summer,East
65,202,19,81,2896,Festival,East
153,182,18,162,6976,Festival,North
141,186,9,151,9006,Festival,North
76,260,15,88,9537,Summer,West
183,110,4,173,4911,Summer,West
184,183,19,168,9340,Summer,North
82,160,8,63,2039,Winter,West
104,180,7,96,4904,Summer,South
56,225,10,53,5876,Summer,East
106,250,15,111,9309,Winter,East
175,96,6,179,1703,Festival,South
61,222,14,54,3955,Festival,North
65,253,23,49,6470,Festival,North
92,258,28,73,7440,Winter,West
166,144,20,149,3024,Winter,West
184,147,19,175,5996,Winter,North
160,175,22,150,7569,Summer,West
100,212,16,83,5345,Festival,South
124,184,5,112,6862,Winter,East
57,251,14,46,6634,Winter,South
94,151,7,100,1997,Festival,East
108,149,6,93,1405,Festival,East
181,81,1,175,1243,Summer,West
153,228,29,163,8967,Festival,West
147,136,12,148,3414,Winter,East
128,200,29,113,4856,Summer,West
173,174,22,185,7263,Festival,South
53,298,28,61,8938,Summer,North
139,191,5,139,9624,Winter,West
153,158,28,162,2141,Winter,West
186,119,4,186,5126,Winter,West
168,158,19,183,4024,Winter,North
182,125,0,183,8007,Summer,South
105,209,28,104,4456,Summer,East
145,196,17,146,6999,Winter,South
124,171,14,143,5197,Summer,West
192,147,22,182,6824,Winter,North
81,221,9,91,7766,Winter,South
77,179,2,96,3852,Festival,West
71,202,4,63,3455,Summer,West
66,277,23,63,8514,Festival,East
108,196,28,109,2390,Winter,North
139,160,12,135,5925,Festival,East
155,139,7,172,3836,Winter,South
75,206,21,79,1617,Winter,East
74,210,20,85,3469,Winter,South
187,136,28,181,3702,Summer,West
94,208,1,86,7257,Winter,North
132,199,8,137,9105,Winter,North
60,219,16,50,4165,Summer,West
153,220,26,145,9451,Summer,North
117,197,17,129,5430,Winter,East
144,186,12,160,6992,Summer,South
114,188,0,131,7597,Winter,South
98,170,11,78,2407,Festival,South
101,220,19,119,6557,Summer,East
151,198,19,157,7999,Festival,South
106,237,20,121,8589,Winter,North
96,172,4,107,4406,Summer,South
75,235,7,69,6700,Summer,East
163,213,26,173,9127,Winter,North
54,233,14,39,5227,Summer,West
133,164,26,137,2545,Summer,North
101,184,2,98,8307,Summer,East
154,198,5,155,9132,Festival,North
103,204,27,113,1134,Winter,South
64,217,12,79,3859,Winter,East
110,193,11,98,7003,Winter,West
171,149,18,153,2264,Summer,South
70,213,28,82,2772,Summer,East
95,173,17,101,1164,Summer,East
183,180,23,163,9811,Winter,West
87,202,0,75,9422,Festival,West
111,238,24,95,7725,Winter,East
135,185,26,129,3780,Winter,West
127,199,6,115,8753,Festival,West
95,223,11,102,6298,Summer,South
190,143,9,182,7814,Summer,East
52,270,28,55,4752,Winter,North
55,219,11,44,4972,Festival,South
142,161,10,143,4232,Winter,East
57,260,3,75,8594,Winter,East
157,121,18,158,1402,Festival,South
124,196,5,140,8199,Festival,West
126,212,24,144,7264,Summer,North
99,189,8,98,5480,Winter,North
60,273,19,49,7619,Festival,East
144,143,9,133,3607,Festival,East
119,191,4,124,9580,Festival,North
65,232,26,69,4404,Festival,East
117,190,12,124,6642,Winter,North
148,117,8,140,1789,Winter,West
97,194,1,91,7896,Winter,North
113,154,17,98,2494,Festival,North
139,140,20,130,3751,Summer,North
125,197,0,123,7710,Festival,East
188,115,23,199,1820,Winter,West
150,166,20,140,6140,Winter,South
138,183,11,155,6138,Winter,South
67,213,9,79,3369,Summer,North
68,200,1,49,5065,Summer,East
104,201,27,98,2463,Winter,South
151,137,8,166,2907,Festival,South
167,146,1,151,7201,Winter,North
183,192,22,177,8895,Winter,North
53,276,23,42,8825,Summer,East
157,154,29,153,4965,Summer,South
164,131,21,177,1181,Summer,North
78,231,13,81,7000,Summer,West
108,211,10,97,8245,Winter,West
174,134,22,183,1989,Festival,West
147,165,10,129,7272,Winter,North
66,195,16,82,1706,Winter,East
156,158,3,138,7652,Festival,West
92,215,12,111,5847,Winter,West
129,165,6,113,5330,Festival,West
57,214,15,64,2620,Summer,North
190,100,0,183,5649,Summer,North
155,172,12,173,7596,Summer,North
57,214,0,47,5681,Festival,West
145,189,10,132,9044,Winter,North
143,133,5,159,4580,Summer,North
114,255,19,101,9614,Summer,East
88,177,2,79,5015,Winter,North
130,155,11,124,4196,Summer,South
133,185,4,131,7149,Summer,North
137,155,8,144,5553,Festival,North
135,195,25,121,5010,Winter,South
142,217,25,161,7665,Festival,South
135,169,11,121,5646,Summer,North
93,250,29,102,7090,Summer,East
186,145,29,183,4750,Winter,West
123,197,27,126,3536,Summer,South
85,237,26,70,4259,Festival,East
150,186,9,133,7879,Festival,North
153,201,18,135,8438,Winter,North
115,131,4,100,3511,Winter,South
104,205,25,109,3090,Summer,South
140,151,4,157,5634,Winter,East
71,168,8,61,1567,Winter,North
150,149,26,158,1120,Summer,South
170,197,27,169,7768,Summer,South
142,241,25,131,9507,Festival,West
157,146,26,162,1620,Festival,South
190,133,19,196,5063,Winter,East
59,195,16,52,1453,Summer,North
58,215,9,73,3734,Winter,South
83,179,20,74,1958,Festival,West
178,70,0,180,1762,Winter,South
138,163,21,138,5335,Festival,South
142,219,27,129,7520,Festival,North
120,170,15,138,3051,Winter,West
116,229,25,104,7989,Festival,East
197,175,25,200,9388,Festival,East
166,192,14,176,8807,Summer,North
143,135,22,147,1260,Winter,East
148,197,16,144,7746,Winter,East
162,189,25,170,6890,Winter,South
152,181,19,134,7053,Festival,East
140,164,24,140,2280,Festival,West
139,124,12,126,1135,Festival,South
66,233,0,59,7099,Winter,East
67,275,24,85,8877,Summer,West
165,104,7,160,3545,Winter,South
142,189,4,139,9560,Winter,West
140,149,5,150,4662,Winter,North
131,214,22,121,7729,Summer,North
117,206,19,134,4454,Winter,East
163,197,29,162,5808,Summer,West
50,271,13,33,9048,Summer,South
107,232,21,106,7520,Winter,West
158,114,22,168,1544,Winter,West
197,145,10,196,7216,Winter,North
165,152,5,155,8117,Festival,North
136,169,10,116,5599,Summer,East
59,218,12,56,4423,Winter,West
108,178,11,126,5805,Summer,West
90,233,21,102,5483,Festival,South
154,147,1,169,7971,Festival,South
182,170,20,179,8119,Winter,North
171,96,2,181,2097,Summer,West
194,157,22,208,7860,Festival,East
71,228,3,89,6435,Festival,North
147,133,16,164,2943,Summer,West
117,175,27,111,2719,Festival,North
188,171,27,173,6768,Summer,East
105,269,21,92,9482,Winter,West
198,65,5,217,1414,Summer,East
148,184,6,149,8105,Winter,West
125,151,14,105,3728,Summer,West
75,238,10,67,8203,Festival,East
164,168,23,167,5641,Winter,South
196,51,2,196,1741,Summer,East
158,131,29,141,1591,Winter,East
96,148,5,82,1749,Summer,North
120,201,25,111,3219,Summer,East
89,230,1,81,9725,Winter,East
182,158,28,177,5460,Winter,North
198,132,13,183,8511,Winter,South
181,152,8,174,8508,Festival,East
72,208,17,82,3653,Summer,North
155,151,18,170,3570,Summer,South
133,180,11,149,6748,Winter,South
192,89,12,206,1264,Summer,East
165,171,25,154,4595,Summer,South
158,125,11,154,3034,Summer,East
185,115,11,194,4202,Winter,South
90,258,17,76,9573,Summer,South
161,83,8,158,1388,Summer,South
196,154,16,194,7197,Festival,East
161,158,20,155,3071,Festival,South
152,204,15,170,9586,Winter,West
95,236,16,96,8840,Summer,North
117,188,20,135,4256,Summer,North
171,155,23,180,5019,Festival,West
64,233,7,63,7058,Winter,South
178,150,10,189,7630,Winter,West
160,135,23,164,3859,Summer,East
73,178,1,75,3393,Festival,North
76,253,7,60,7819,Festival,South
89,208,11,98,7071,Festival,North
73,223,20,91,3050,Summer,West
73,186,0,79,4121,Summer,West
53,252,22,69,5971,Summer,North
116,204,12,102,8695,Festival,North
83,221,21,67,4354,Winter,North
165,166,20,159,5474,Summer,North
72,203,16,59,4397,Summer,West
158,173,13,146,6417,Winter,South
118,174,13,108,4768,Winter,North
144,192,15,145,7281,Festival,South
111,190,16,124,3981,Summer,North
106,199,5,120,6521,Festival,East
103,202,25,95,4472,Summer,South
119,215,27,109,3617,Festival,East
150,147,6,161,6481,Festival,West
106,246,25,100,7209,Winter,East
187,140,25,204,4499,Summer,West
184,133,0,164,7995,Winter,North
152,213,24,155,8881,Winter,West
134,171,14,153,4592,Winter,North
110,256,19,111,9623,Summer,North
52,262,20,34,7054,Festival,North
177,166,17,170,8272,Festival,West
135,186,29,116,5696,Summer,North
96,264,27,107,8546,Summer,East
125,223,25,142,7473,Festival,East
87,217,12,99,6222,Festival,North
190,127,23,175,3449,Winter,North
136,224,29,154,6802,Festival,South
107,126,1,111,1544,Winter,West
99,236,18,112,7652,Festival,South
79,237,14,69,7327,Festival,East
150,172,11,166,8058,Festival,West
74,198,14,60,3628,Winter,East
161,172,24,162,4451,Winter,West
175,199,17,193,9729,Festival,West
172,120,13,161,2436,Winter,West
96,222,5,96,9087,Winter,East
167,142,11,152,7661,Winter,North
88,191,19,68,4062,Winter,East
65,201,22,78,1259,Summer,West
71,271,29,64,8551,Winter,East
103,241,29,118,5411,Festival,East
198,101,5,204,5841,Winter,South
65,284,25,53,8961,Festival,West
108,206,29,93,1718,Winter,East
80,224,8,90,6196,Festival,West
81,233,29,77,3727,Summer,East
58,289,24,73,8546,Festival,South
188,188,25,188,9652,Winter,East
59,204,3,65,3854,Winter,North
66,243,16,73,6200,Festival,West
117,157,1,112,5067,Summer,South
97,198,15,111,3977,Winter,East
160,169,23,175,4480,Winter,South
172,170,13,186,9221,Festival,East
198,145,25,196,4493,Festival,West
150,105,7,150,1230,Summer,East
151,191,13,163,8526,Festival,South
114,160,1,116,6281,Winter,North
100,159,15,85,2251,Festival,South
85,186,3,96,6340,Summer,North
130,198,0,131,7889,Summer,North
176,155,22,158,2963,Winter,West
137,153,19,151,4166,Festival,South
153,142,26,148,2778,Winter,East
64,260,13,68,9052,Summer,North
145,167,7,141,5870,Summer,South
172,138,24,190,2147,Festival,West
50,274,27,42,3847,Festival,East
171,156,24,178,4850,Winter,East
175,97,2,165,4070,Summer,East
106,139,4,95,1620,Winter,South
130,123,5,148,1963,Winter,South
122,226,21,125,8215,Winter,East
190,130,25,207,3142,Summer,West
119,224,7,122,8418,Festival,East
55,190,5,67,2326,Summer,East
133,104,5,129,1121,Winter,West
101,175,3,116,5313,Summer,West
52,198,6,66,2076,Winter,West
130,181,29,115,2182,Winter,East
112,191,29,107,1794,Festival,West
98,203,23,105,5271,Winter,South
125,215,18,136,9483,Summer,West
