price,units_sold,discount,competitor_price,marketing_spend,price_diff,discount_pct,season_Summer,season_Winter,region_North,region_South,region_West
119,224,20,102,8362,17,16.80672268907563,False,False,True,False,False
179,167,25,172,6691,7,13.966480446927374,False,False,False,True,False
51,286,27,69,6729,-18,52.94117647058824,False,False,True,False,False
151,130,12,137,2953,14,7.9470198675496695,True,False,True,False,False
84,213,11,71,5963,13,13.095238095238097,True,False,False,False,True
147,177,11,145,6986,2,7.482993197278912,True,False,False,False,False
79,281,27,60,8752,19,34.177215189873415,True,False,True,False,False
165,119,1,145,5991,20,0.6060606060606061,True,False,True,False,False
57,207,4,74,4801,-17,7.017543859649122,False,True,False,False,False
199,185,24,191,9447,8,12.060301507537687,True,False,False,False,True
93,194,24,96,2931,-3,25.806451612903224,False,True,True,False,False
85,145,1,96,2111,-11,1.1764705882352942,False,False,False,False,True
126,150,22,135,1872,-9,17.46031746031746,False,False,False,False,True
80,277,25,65,8954,15,31.25,False,False,True,False,False
96,234,29,113,5587,-17,30.208333333333332,False,False,False,False,False
104,228,19,116,7479,-12,18.269230769230766,False,True,True,False,False
155,107,12,157,2561,-2,7.741935483870968,False,True,True,False,False
170,185,28,159,6526,11,16.470588235294116,False,False,False,True,False
104,176,2,98,5457,6,1.9230769230769231,True,False,False,False,False
193,133,10,195,6560,-2,5.181347150259067,False,False,False,True,False
61,284,15,76,8881,-15,24.59016393442623,False,False,False,False,False
194,124,0,174,8715,20,0.0,False,True,True,False,False
193,123,18,180,3684,13,9.32642487046632,False,False,False,False,True
189,89,10,171,1746,18,5.291005291005291,False,True,False,True,False
185,134,8,178,6243,7,4.324324324324325,False,True,False,True,False
52,259,13,48,7826,4,25.0,False,False,False,True,False
193,120,8,206,5085,-13,4.145077720207254,True,False,False,True,False
79,212,6,64,7117,15,7.59493670886076,False,True,False,False,False
72,187,15,56,2006,16,20.833333333333336,False,True,False,False,True
141,180,2,160,9129,-19,1.4184397163120568,False,True,False,False,True
164,175,28,172,5310,-8,17.073170731707318,False,False,True,False,False
153,156,18,167,3876,-14,11.76470588235294,False,False,True,False,False
167,105,3,164,3026,3,1.7964071856287425,False,True,False,True,False
54,237,6,73,6556,-19,11.11111111111111,True,False,True,False,False
153,185,22,162,5107,-9,14.37908496732026,False,False,True,False,False
157,188,27,151,6241,6,17.197452229299362,True,False,False,False,False
114,208,11,108,6669,6,9.649122807017543,True,False,True,False,False
170,175,29,165,6399,5,17.058823529411764,False,False,True,False,False
79,268,17,91,9933,-12,21.518987341772153,False,True,True,False,False
198,135,27,187,4008,11,13.636363636363635,True,False,False,False,True
133,173,4,131,8495,2,3.007518796992481,False,True,False,False,True
199,131,22,215,4662,-16,11.055276381909549,True,False,True,False,False
81,244,22,63,6420,18,27.160493827160494,False,True,False,True,False
65,235,21,80,3911,-15,32.30769230769231,False,False,False,False,True
87,264,25,70,7897,17,28.735632183908045,True,False,False,False,False
191,117,9,181,6485,10,4.712041884816754,True,False,False,False,False
85,234,11,97,6838,-12,12.941176470588237,True,False,False,False,False
163,96,7,170,1773,-7,4.294478527607362,False,True,True,False,False
115,169,18,126,3144,-11,15.65217391304348,True,False,False,True,False
154,179,14,149,6980,5,9.090909090909092,True,False,False,False,False
134,175,0,122,7397,12,0.0,False,True,False,True,False
51,249,2,41,9141,10,3.9215686274509802,False,True,False,False,False
124,194,26,109,4237,15,20.967741935483872,False,False,False,True,False
116,242,17,122,9195,-6,14.655172413793101,False,True,True,False,False
104,207,17,95,6582,9,16.346153846153847,True,False,True,False,False
55,258,29,56,7288,-1,52.72727272727272,True,False,False,False,False
199,197,29,218,9356,-19,14.572864321608039,False,False,False,False,False
192,86,1,208,2897,-16,0.5208333333333333,False,False,False,False,True
135,148,4,135,6433,0,2.9629629629629632,True,False,False,False,False
109,204,28,121,3567,-12,25.688073394495415,False,True,False,False,True
150,166,0,146,9130,4,0.0,True,False,False,False,True
61,237,9,69,6717,-8,14.754098360655737,False,False,True,False,False
98,216,19,117,7752,-19,19.387755102040817,True,False,True,False,False
91,208,29,80,3559,11,31.868131868131865,True,False,False,False,True
131,174,9,128,5637,3,6.870229007633588,True,False,False,False,False
84,155,4,76,1612,8,4.761904761904762,False,False,False,False,True
183,190,17,189,8746,-6,9.289617486338798,False,False,False,False,False
116,181,20,105,2884,11,17.24137931034483,False,False,True,False,False
129,187,25,140,5024,-11,19.379844961240313,False,True,False,False,False
56,231,14,38,4134,18,25.0,False,False,False,False,True
63,230,19,64,2622,-1,30.158730158730158,False,True,False,False,False
122,158,7,128,4282,-6,5.737704918032787,False,True,False,False,True
192,118,16,174,3610,18,8.333333333333332,False,False,False,False,False
198,112,11,210,4069,-12,5.555555555555555,False,True,False,False,True
115,221,20,96,7486,19,17.391304347826086,False,True,True,False,False
140,147,29,130,2255,10,20.714285714285715,True,False,False,False,True
179,156,29,168,3660,11,16.201117318435752,False,True,True,False,False
69,259,26,87,5452,-18,37.68115942028986,False,True,False,False,True
59,270,11,71,8102,-12,18.64406779661017,False,False,False,False,True
74,231,25,60,5176,14,33.78378378378378,True,False,False,True,False
74,177,0,68,4686,6,0.0,False,True,False,True,False
103,223,25,108,6237,-5,24.271844660194176,False,True,False,True,False
82,269,25,72,8661,10,30.48780487804878,False,True,False,True,False
144,114,3,161,1790,-17,2.083333333333333,False,False,False,False,False
63,246,7,69,9416,-6,11.11111111111111,False,False,True,False,False
114,158,0,132,4034,-18,0.0,True,False,True,False,False
159,146,26,145,1225,14,16.352201257861633,False,True,False,True,False
129,197,14,109,6348,20,10.852713178294573,True,False,False,False,False
103,223,17,92,7466,11,16.50485436893204,False,False,False,False,True
174,80,0,174,4179,0,0.0,False,True,False,False,True
180,144,10,174,5223,6,5.555555555555555,False,True,True,False,False
183,176,22,192,8520,-9,12.021857923497267,True,False,True,False,False
74,200,1,83,5066,-9,1.3513513513513513,False,True,False,False,False
190,102,0,177,5362,13,0.0,False,False,False,False,True
166,160,11,169,6023,-3,6.626506024096386,True,False,False,False,False
185,134,15,183,5309,2,8.108108108108109,True,False,False,False,True
198,96,21,180,1246,18,10.606060606060606,False,True,False,True,False
74,251,21,68,6737,6,28.37837837837838,False,False,False,True,False
128,145,9,143,2618,-15,7.03125,False,True,False,False,False
117,224,17,102,9612,15,14.529914529914532,True,False,True,False,False
61,259,14,58,6160,3,22.950819672131146,True,False,False,False,False
81,190,16,98,2371,-17,19.753086419753085,False,False,False,False,False
177,209,29,175,8728,2,16.38418079096045,True,False,False,False,True
145,169,9,154,5238,-9,6.206896551724138,False,False,False,False,True
141,127,2,133,3612,8,1.4184397163120568,False,True,False,False,True
190,118,25,208,3080,-18,13.157894736842104,False,False,False,False,True
80,252,29,71,6919,9,36.25,False,True,True,False,False
127,187,20,140,5324,-13,15.748031496062993,False,True,True,False,False
69,266,15,60,8797,9,21.73913043478261,True,False,False,True,False
195,95,5,198,3735,-3,2.564102564102564,False,True,False,False,False
109,198,2,92,7083,17,1.834862385321101,True,False,False,True,False
183,137,8,198,8352,-15,4.371584699453552,False,False,False,False,True
142,149,10,135,4058,7,7.042253521126761,False,False,False,False,False
92,235,20,88,6334,4,21.73913043478261,False,True,False,False,True
179,108,12,161,2153,18,6.70391061452514,False,False,False,False,False
109,182,17,126,5940,-17,15.59633027522936,False,True,True,False,False
80,223,25,82,4079,-2,31.25,False,False,False,False,True
54,220,21,46,1402,8,38.88888888888889,False,True,False,False,False
59,238,27,47,3975,12,45.76271186440678,False,True,False,False,False
138,209,23,138,8536,0,16.666666666666664,False,False,False,False,True
179,183,26,166,6919,13,14.52513966480447,False,False,True,False,False
175,182,21,171,7760,4,12.0,False,False,True,False,False
60,180,3,55,1980,5,5.0,False,False,True,False,False
105,228,21,100,7680,5,20.0,False,True,False,False,False
132,161,23,139,3384,-7,17.424242424242426,False,True,True,False,False
186,174,7,181,9990,5,3.763440860215054,False,False,False,False,False
148,162,12,141,2366,7,8.108108108108109,False,False,False,True,False
198,82,9,215,3938,-17,4.545454545454546,True,False,True,False,False
122,137,1,121,2262,1,0.819672131147541,False,True,False,False,True
164,167,7,177,8659,-13,4.2682926829268295,False,True,False,False,True
56,240,5,64,7187,-8,8.928571428571429,False,False,False,False,True
129,221,15,111,9495,18,11.627906976744185,True,False,False,False,True
193,134,17,182,3316,11,8.808290155440414,False,False,False,True,False
146,196,16,145,8909,1,10.95890410958904,False,True,False,True,False
53,180,5,34,1921,19,9.433962264150944,False,True,True,False,False
53,263,12,59,8114,-6,22.641509433962266,True,False,True,False,False
152,203,22,163,7574,-11,14.473684210526317,False,False,False,False,True
89,264,13,78,9612,11,14.606741573033707,True,False,False,False,True
66,275,29,85,6529,-19,43.93939393939394,False,False,False,False,True
150,180,25,146,4809,4,16.666666666666664,True,False,False,False,False
152,135,20,164,2166,-12,13.157894736842104,False,False,True,False,False
173,222,29,158,9731,15,16.76300578034682,False,False,False,False,True
101,202,9,119,7268,-18,8.91089108910891,False,False,False,False,True
101,230,23,98,6331,3,22.772277227722775,False,True,False,False,True
173,139,10,161,6029,12,5.780346820809249,False,False,False,True,False
112,149,12,99,2460,13,10.714285714285714,False,True,False,True,False
165,162,11,169,5687,-4,6.666666666666667,True,False,False,True,False
111,180,8,121,6357,-10,7.207207207207207,False,False,False,False,False
56,214,3,39,5739,17,5.357142857142857,False,True,False,False,False
141,96,6,140,1327,1,4.25531914893617,True,False,True,False,False
63,256,23,70,6238,-7,36.507936507936506,False,False,False,False,True
135,247,28,154,9543,-19,20.74074074074074,True,False,True,False,False
182,148,21,162,6132,20,11.538461538461538,False,True,True,False,False
179,97,1,198,5732,-19,0.5586592178770949,False,True,False,True,False
111,168,6,113,4908,-2,5.405405405405405,False,False,False,False,True
198,158,28,190,6291,8,14.14141414141414,False,True,False,True,False
128,205,8,123,9425,5,6.25,False,True,False,True,False
198,106,4,203,4122,-5,2.0202020202020203,True,False,False,False,True
187,140,14,197,5876,-10,7.4866310160427805,False,False,True,False,False
107,188,17,87,3728,20,15.887850467289718,False,False,True,False,False
169,164,3,165,8995,4,1.7751479289940828,False,False,False,True,False
182,121,18,177,2823,5,9.89010989010989,True,False,False,False,True
114,187,19,130,4500,-16,16.666666666666664,False,True,True,False,False
62,241,25,51,5073,11,40.32258064516129,False,False,False,False,False
131,154,6,148,2230,-17,4.580152671755725,False,False,True,False,False
188,152,25,198,5395,-10,13.297872340425531,True,False,False,False,True
198,126,7,187,7051,11,3.535353535353535,True,False,False,False,True
101,176,16,114,2476,-13,15.841584158415841,False,False,False,False,True
166,113,12,151,3023,15,7.228915662650602,False,False,False,True,False
75,223,23,82,3596,-7,30.666666666666664,True,False,True,False,False
83,249,20,90,8840,-7,24.096385542168676,True,False,False,False,False
101,261,27,93,8121,8,26.732673267326735,True,False,False,True,False
161,146,22,152,3430,9,13.664596273291925,True,False,True,False,False
131,216,10,150,8954,-19,7.633587786259542,False,True,False,False,True
91,263,26,72,7943,19,28.57142857142857,False,True,True,False,False
70,163,0,57,1533,13,0.0,False,False,False,False,True
91,143,1,79,2256,12,1.098901098901099,False,True,False,False,True
190,107,16,177,2657,13,8.421052631578947,True,False,True,False,False
162,113,4,144,2752,18,2.4691358024691357,False,False,True,False,False
154,213,29,142,7713,12,18.83116883116883,True,False,False,False,False
66,231,29,58,3978,8,43.93939393939394,False,True,True,False,False
169,137,5,157,5332,12,2.9585798816568047,True,False,True,False,False
186,155,25,196,4653,-10,13.440860215053762,False,False,False,True,False
178,130,24,182,4013,-4,13.48314606741573,False,True,False,False,True
179,202,23,166,9892,13,12.849162011173185,False,False,False,False,True
109,219,6,119,8652,-10,5.5045871559633035,False,True,False,False,False
97,251,27,107,8100,-10,27.835051546391753,True,False,False,True,False
78,223,20,74,5866,4,25.64102564102564,False,False,False,False,False
146,158,29,144,2764,2,19.863013698630137,False,True,True,False,False
59,200,14,41,2122,18,23.728813559322035,False,True,False,False,False
107,208,18,116,4830,-9,16.822429906542055,False,True,False,False,True
70,240,15,59,7700,11,21.428571428571427,False,True,False,True,False
77,215,24,85,3958,-8,31.16883116883117,True,False,True,False,False
83,179,12,102,2540,-19,14.457831325301203,True,False,False,True,False
57,266,4,54,9714,3,7.017543859649122,False,True,False,True,False
128,183,2,119,6467,9,1.5625,True,False,False,False,False
194,130,2,196,8053,-2,1.0309278350515463,True,False,True,False,False
136,187,18,126,6670,10,13.23529411764706,False,True,False,True,False
137,135,13,125,2738,12,9.48905109489051,True,False,False,True,False
118,201,15,121,5189,-3,12.711864406779661,False,False,False,False,False
136,155,21,140,3533,-4,15.441176470588236,False,False,False,True,False
150,176,16,154,6269,-4,10.666666666666668,True,False,False,False,True
57,316,26,45,9690,12,45.614035087719294,False,True,False,False,True
126,137,3,117,3418,9,2.380952380952381,False,False,True,False,False
136,165,12,126,6076,10,8.823529411764707,True,False,True,False,False
92,160,7,109,1484,-17,7.608695652173914,True,False,False,False,False
178,111,18,185,1664,-7,10.112359550561797,False,True,False,True,False
158,130,4,145,4454,13,2.5316455696202533,False,True,False,False,False
66,171,1,55,1627,11,1.5151515151515151,True,False,False,False,False
182,186,14,186,9923,-4,7.6923076923076925,False,True,False,False,True
197,100,1,212,5287,-15,0.5076142131979695,False,False,False,True,False
70,232,10,58,6166,12,14.285714285714285,False,False,False,False,True
107,200,12,94,4874,13,11.214953271028037,True,False,False,False,True
159,164,22,141,5540,18,13.836477987421384,True,False,True,False,False
188,149,9,185,8476,3,4.787234042553192,False,True,False,False,False
192,75,2,206,1707,-14,1.0416666666666665,False,False,False,False,True
184,156,4,180,9624,4,2.1739130434782608,False,True,True,False,False
77,226,2,92,9664,-15,2.5974025974025974,True,False,True,False,False
100,143,5,107,1047,-7,5.0,True,False,False,True,False
54,205,12,48,2914,6,22.22222222222222,True,False,False,True,False
54,217,9,52,2105,2,16.666666666666664,True,False,False,False,True
143,173,18,144,4180,-1,12.587412587412588,True,False,True,False,False
145,205,7,130,9549,15,4.827586206896552,True,False,True,False,False
57,204,17,43,1567,14,29.82456140350877,False,True,True,False,False
113,213,2,101,9671,12,1.7699115044247788,False,True,False,False,False
187,111,23,186,1866,1,12.299465240641712,False,True,True,False,False
87,188,23,103,2028,-16,26.436781609195403,False,False,False,False,False
160,123,16,150,2813,10,10.0,False,True,False,True,False
161,153,7,142,4728,19,4.3478260869565215,True,False,False,False,True
130,183,9,131,6513,-1,6.923076923076923,False,True,False,True,False
185,86,1,200,4526,-15,0.5405405405405406,False,True,False,False,True
153,167,11,137,5803,16,7.18954248366013,False,False,True,False,False
122,248,22,108,7569,14,18.0327868852459,True,False,False,False,True
98,136,5,83,2050,15,5.1020408163265305,False,False,False,False,True
85,233,1,86,9318,-1,1.1764705882352942,False,False,False,True,False
175,161,20,164,7278,11,11.428571428571429,False,False,False,False,True
117,188,22,136,2652,-19,18.803418803418804,False,True,True,False,False
127,214,23,126,9199,1,18.11023622047244,True,False,False,False,False
154,138,2,161,5708,-7,1.2987012987012987,True,False,True,False,False
171,162,16,173,6318,-2,9.35672514619883,False,False,False,False,True
168,176,28,182,6859,-14,16.666666666666664,True,False,False,True,False
163,162,6,143,7615,20,3.6809815950920246,True,False,True,False,False
59,297,28,67,9370,-8,47.45762711864407,False,False,False,False,True
198,174,20,186,7593,12,10.1010101010101,False,True,False,True,False
189,88,4,177,4595,12,2.1164021164021163,False,False,False,False,False
140,200,22,141,5910,-1,15.714285714285714,False,False,False,True,False
51,200,0,32,4254,19,0.0,False,True,False,False,True
167,147,7,162,5453,5,4.191616766467066,False,True,False,True,False
62,219,11,81,3423,-19,17.741935483870968,False,True,False,False,True
144,199,13,129,9108,15,9.027777777777777,False,True,False,True,False
193,133,15,185,5797,8,7.772020725388601,False,False,False,True,False
81,242,9,93,7981,-12,11.11111111111111,False,True,False,True,False
81,257,14,79,8937,2,17.28395061728395,True,False,False,False,True
173,177,20,167,7681,6,11.560693641618498,False,False,False,True,False
60,248,23,72,5877,-12,38.333333333333336,False,False,False,False,True
59,258,25,48,5177,11,42.3728813559322,False,True,True,False,False
64,209,14,44,4429,20,21.875,False,True,False,False,False
66,183,9,57,1184,9,13.636363636363635,True,False,True,False,False
195,136,20,203,4133,-8,10.256410256410255,False,True,False,False,False
108,219,27,104,5978,4,25.0,False,False,False,False,True
127,203,6,110,9698,17,4.724409448818897,False,True,True,False,False
173,176,25,181,7137,-8,14.450867052023122,True,False,False,False,False
163,113,2,149,2932,14,1.2269938650306749,False,False,False,False,False
71,217,1,63,7174,8,1.4084507042253522,False,False,True,False,False
81,205,5,65,6412,16,6.172839506172839,False,True,True,False,False
162,138,20,147,2196,15,12.345679012345679,True,False,False,False,True
169,138,8,182,6247,-13,4.733727810650888,True,False,False,False,False
198,109,9,184,5181,14,4.545454545454546,False,True,False,False,True
171,81,3,178,2338,-7,1.7543859649122806,False,False,False,False,True
81,267,26,70,7171,11,32.098765432098766,False,False,False,True,False
168,94,2,151,3620,17,1.1904761904761905,False,False,False,False,True
88,235,8,70,7546,18,9.090909090909092,False,True,False,False,False
61,298,23,65,9874,-4,37.704918032786885,False,False,False,True,False
67,256,21,69,6931,-2,31.343283582089555,False,False,False,False,True
198,100,16,204,2729,-6,8.080808080808081,False,True,False,False,True
190,101,13,183,1018,7,6.842105263157896,False,False,False,False,False
198,115,9,215,6971,-17,4.545454545454546,False,True,False,True,False
175,85,12,186,1464,-11,6.857142857142858,True,False,True,False,False
185,182,11,187,9882,-2,5.9459459459459465,True,False,True,False,False
95,229,26,114,6310,-19,27.368421052631582,False,True,False,True,False
153,160,0,169,9079,-16,0.0,False,True,False,True,False
184,152,27,166,5020,18,14.673913043478262,False,True,False,True,False
135,156,21,149,1162,-14,15.555555555555555,False,False,False,True,False
199,117,28,191,1294,8,14.07035175879397,False,False,True,False,False
138,221,18,151,9770,-13,13.043478260869565,False,True,False,False,True
71,265,18,74,8240,-3,25.352112676056336,False,True,False,False,False
141,179,5,121,7844,20,3.546099290780142,False,False,True,False,False
78,177,12,69,2585,9,15.384615384615385,False,False,False,False,False
62,220,18,49,4380,13,29.03225806451613,False,True,True,False,False
51,227,12,49,6427,2,23.52941176470588,False,False,False,True,False
78,282,26,66,7812,12,33.33333333333333,False,False,True,False,False
76,194,25,83,1194,-7,32.89473684210527,True,False,True,False,False
99,236,21,92,7343,7,21.21212121212121,False,True,False,True,False
144,169,20,150,3931,-6,13.88888888888889,False,True,False,False,True
137,167,3,134,8041,3,2.18978102189781,False,False,False,True,False
93,230,23,78,6699,15,24.731182795698924,True,False,False,False,True
71,232,1,83,9637,-12,1.4084507042253522,False,True,True,False,False
146,174,14,162,9271,-16,9.58904109589041,False,True,True,False,False
52,238,11,56,5840,-4,21.153846153846153,False,False,False,False,False
167,234,29,159,8636,8,17.365269461077844,False,True,False,False,False
68,220,26,70,2860,-2,38.23529411764706,False,False,True,False,False
72,214,6,87,6561,-15,8.333333333333332,True,False,False,False,False
79,190,19,91,1930,-12,24.050632911392405,True,False,False,False,True
88,196,17,88,2934,0,19.318181818181817,False,True,False,True,False
157,180,22,170,5367,-13,14.012738853503185,False,False,True,False,False
160,119,12,175,3171,-15,7.5,True,False,True,False,False
74,220,16,70,4294,4,21.62162162162162,False,True,False,False,False
177,121,3,166,5747,11,1.694915254237288,False,True,True,False,False
160,176,24,162,5392,-2,15.0,False,True,True,False,False
185,144,13,166,6238,19,7.027027027027027,False,False,False,False,True
155,142,19,169,3834,-14,12.258064516129032,False,False,False,False,True
193,175,27,186,8116,7,13.989637305699482,True,False,False,True,False
121,171,12,102,3928,19,9.917355371900827,False,False,True,False,False
178,144,2,176,8425,2,1.1235955056179776,False,False,False,False,False
157,199,25,152,6750,5,15.92356687898089,False,True,False,True,False
54,279,25,58,7494,-4,46.2962962962963,False,True,False,False,False
52,229,17,32,2672,20,32.69230769230769,True,False,True,False,False
181,153,13,162,9190,19,7.18232044198895,False,True,False,False,False
153,193,14,159,8444,-6,9.15032679738562,False,True,False,False,False
113,154,2,94,5350,19,1.7699115044247788,False,True,False,True,False
155,110,0,164,2287,-9,0.0,False,False,True,False,False
147,207,25,136,7610,11,17.006802721088434,False,True,False,True,False
59,293,23,57,9793,2,38.983050847457626,True,False,True,False,False
198,144,16,193,7883,5,8.080808080808081,True,False,False,False,True
177,130,2,169,6187,8,1.1299435028248588,False,True,False,True,False
95,166,13,82,1130,13,13.684210526315791,False,True,True,False,False
115,199,2,125,9044,-10,1.7391304347826086,True,False,False,False,True
161,194,12,165,9302,-4,7.453416149068323,False,False,False,False,True
62,217,14,80,3734,-18,22.58064516129032,False,True,False,False,True
186,184,17,186,9857,0,9.13978494623656,True,False,False,True,False
135,146,13,152,2066,-17,9.62962962962963,False,False,False,False,True
139,206,20,147,5970,-8,14.388489208633093,True,False,True,False,False
107,215,25,92,4788,15,23.364485981308412,False,False,False,True,False
103,147,2,100,2317,3,1.9417475728155338,True,False,False,False,False
61,209,18,75,1284,-14,29.508196721311474,True,False,False,False,True
63,233,7,69,7966,-6,11.11111111111111,False,False,False,True,False
170,156,3,154,8794,16,1.7647058823529411,False,True,False,False,False
170,117,3,156,5114,14,1.7647058823529411,True,False,False,True,False
69,194,18,58,1047,11,26.08695652173913,False,True,False,False,True
124,194,10,113,7138,11,8.064516129032258,True,False,False,False,True
193,121,0,200,5861,-7,0.0,False,False,False,False,False
119,176,7,134,4259,-15,5.88235294117647,False,True,True,False,False
105,217,14,94,8842,11,13.333333333333334,False,False,False,False,True
150,127,0,164,4415,-14,0.0,False,False,False,False,False
181,148,6,195,7450,-14,3.314917127071823,False,True,False,False,True
160,210,20,176,9759,-16,12.5,False,True,True,False,False
174,165,19,173,7164,1,10.919540229885058,False,True,False,False,False
181,194,19,173,8787,8,10.497237569060774,False,False,True,False,False
69,244,23,59,5065,10,33.33333333333333,False,False,False,False,True
187,70,10,185,1081,2,5.347593582887701,False,False,False,False,False
73,243,26,80,4005,-7,35.61643835616438,False,True,False,True,False
86,285,28,103,9408,-17,32.55813953488372,True,False,True,False,False
103,150,13,86,1334,17,12.62135922330097,False,True,False,False,True
152,210,21,168,9750,-16,13.815789473684212,True,False,False,False,True
198,163,15,196,9944,2,7.575757575757576,False,False,True,False,False
87,266,13,103,9785,-16,14.942528735632186,True,False,False,False,False
53,266,11,46,8068,7,20.754716981132077,False,True,False,True,False
106,205,16,116,4897,-10,15.09433962264151,False,True,False,False,True
69,262,13,76,8958,-7,18.84057971014493,False,True,True,False,False
66,249,9,81,9101,-15,13.636363636363635,True,False,True,False,False
168,160,23,185,5648,-17,13.690476190476192,False,True,False,True,False
120,188,28,118,1782,2,23.333333333333332,True,False,False,True,False
53,233,13,33,4586,20,24.528301886792452,False,False,False,False,True
63,228,17,65,4794,-2,26.984126984126984,True,False,False,True,False
52,266,21,59,6597,-7,40.38461538461539,False,False,True,False,False
129,203,8,112,8050,17,6.2015503875969,True,False,False,False,False
104,214,16,101,6051,3,15.384615384615385,False,False,False,False,False
181,81,5,199,1742,-18,2.7624309392265194,False,True,True,False,False
169,133,7,173,5544,-4,4.142011834319527,True,False,True,False,False
73,239,25,70,5355,3,34.24657534246575,False,False,True,False,False
131,165,12,116,4608,15,9.16030534351145,False,True,False,False,True
196,117,17,194,4271,2,8.673469387755102,False,True,True,False,False
109,155,4,100,3510,9,3.669724770642202,False,False,False,True,False
196,140,5,200,9285,-4,2.5510204081632653,False,False,True,False,False
98,218,20,112,7055,-14,20.408163265306122,True,False,True,False,False
112,179,18,92,2375,20,16.071428571428573,False,False,False,False,True
159,119,3,143,3516,16,1.8867924528301887,False,False,True,False,False
199,122,6,179,7238,20,3.015075376884422,False,True,False,True,False
158,87,3,145,1090,13,1.89873417721519,False,False,False,True,False
125,158,24,143,2479,-18,19.2,False,False,False,True,False
79,186,10,76,1954,3,12.658227848101266,False,False,True,False,False
107,241,11,95,9214,12,10.2803738317757,False,True,False,False,True
166,135,13,150,4305,16,7.83132530120482,False,True,False,False,True
149,135,12,132,2721,17,8.053691275167784,False,True,False,False,True
68,256,28,76,6452,-8,41.17647058823529,False,True,False,True,False
143,139,9,123,3547,20,6.293706293706294,True,False,False,False,True
162,156,17,171,5923,-9,10.493827160493826,False,True,True,False,False
195,79,15,175,1188,20,7.6923076923076925,False,True,True,False,False
112,130,4,94,1459,18,3.571428571428571,True,False,False,False,False
165,110,7,166,3236,-1,4.242424242424243,True,False,False,True,False
162,149,13,149,5446,13,8.024691358024691,True,False,False,False,False
96,157,4,93,1580,3,4.166666666666666,False,False,False,False,False
106,175,25,110,3161,-4,23.58490566037736,False,True,False,True,False
167,172,27,166,5715,1,16.16766467065868,False,False,False,True,False
94,246,23,104,6897,-10,24.46808510638298,True,False,False,False,False
194,99,7,203,3902,-9,3.608247422680412,True,False,True,False,False
53,294,24,48,9664,5,45.28301886792453,True,False,False,False,False
197,132,25,178,1858,19,12.690355329949238,True,False,False,True,False
96,194,5,92,3440,4,5.208333333333334,False,False,True,False,False
192,103,15,181,2712,11,7.8125,True,False,False,False,False
96,182,27,82,1515,14,28.125,False,True,False,False,False
127,185,3,115,8355,12,2.3622047244094486,False,True,False,False,False
173,96,11,169,2375,4,6.358381502890173,False,True,False,True,False
124,201,10,112,7684,12,8.064516129032258,False,False,False,False,False
152,134,2,140,4669,12,1.3157894736842104,True,False,False,True,False
186,116,11,202,3390,-16,5.913978494623656,False,False,True,False,False
139,193,29,142,4262,-3,20.863309352517987,False,True,False,False,True
193,112,4,211,5638,-18,2.072538860103627,True,False,True,False,False
118,144,5,108,3866,10,4.23728813559322,False,False,False,False,False
110,224,18,97,8848,13,16.363636363636363,True,False,False,True,False
187,163,17,191,9948,-4,9.090909090909092,True,False,False,False,False
99,196,15,80,4495,19,15.151515151515152,False,False,True,False,False
52,285,22,41,7494,11,42.30769230769231,False,True,False,False,True
156,118,10,159,1187,-3,6.41025641025641,False,False,False,False,True
162,142,4,157,5578,5,2.4691358024691357,False,False,False,True,False
143,188,8,141,9093,2,5.594405594405594,False,True,True,False,False
167,126,2,177,3714,-10,1.1976047904191618,False,False,True,False,False
130,228,29,120,8408,10,22.30769230769231,True,False,False,True,False
158,90,7,143,1295,15,4.430379746835443,False,True,False,True,False
100,182,5,85,4533,15,5.0,False,False,False,True,False
196,114,3,207,5140,-11,1.530612244897959,True,False,False,False,False
84,223,11,102,5042,-18,13.095238095238097,False,True,False,False,False
95,208,11,87,5270,8,11.578947368421053,False,False,False,True,False
118,201,24,100,4051,18,20.33898305084746,False,True,False,True,False
142,199,20,156,6465,-14,14.084507042253522,True,False,False,False,True
113,224,15,130,8733,-17,13.274336283185843,True,False,False,False,True
98,201,9,94,7005,4,9.183673469387756,False,True,False,False,False
198,155,21,180,6870,18,10.606060606060606,True,False,False,False,True
123,159,13,136,4904,-13,10.569105691056912,True,False,False,True,False
54,210,12,45,3261,9,22.22222222222222,False,True,True,False,False
149,115,8,152,2420,-3,5.369127516778524,False,True,False,True,False
119,199,6,104,7693,15,5.042016806722689,False,False,False,False,True
139,205,11,129,9296,10,7.913669064748201,False,False,False,False,False
53,195,4,59,1478,-6,7.547169811320755,False,True,False,True,False
175,167,17,178,6518,-3,9.714285714285714,True,False,False,True,False
88,204,3,85,7577,3,3.4090909090909087,True,False,False,False,True
178,144,1,184,7785,-6,0.5617977528089888,False,True,True,False,False
73,227,2,73,9884,0,2.73972602739726,False,True,False,True,False
106,212,25,119,4038,-13,23.58490566037736,False,True,False,False,False
149,107,11,161,1193,-12,7.38255033557047,True,False,False,False,False
119,113,2,116,1058,3,1.680672268907563,False,False,True,False,False
90,176,3,72,2886,18,3.3333333333333335,False,False,False,False,True
109,182,5,112,5573,-3,4.587155963302752,True,False,True,False,False
157,156,11,137,6222,20,7.006369426751593,False,False,False,False,False
106,197,18,91,3580,15,16.9811320754717,False,True,False,True,False
80,225,9,78,5644,2,11.25,False,True,False,False,False
